location,name,dm,cost_date,dcp_food,dcp_paper,dcp_supplies,br_supplies,sales_tax_dcp,for_the_week_end,production,total_food_cost,total_paper_cost,flash_food_total
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-04-17,0,0,0,0,0,0,330.85,330.85,0,330.85
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-04-17,0,0,0,0,0,0,191.13,191.13,0,191.13
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-04-17,0,0,0,0,0,0,134.28,134.28,0,134.28
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-04-17,0,0,0,0,0,0,250.96,250.96,0,250.96
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,153.55,153.55,0,153.55
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,235.22,235.22,0,235.22
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,163.04,163.04,0,163.04
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,162.38,162.38,0,162.38
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,143.5,143.5,0,143.5
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,202.46,202.46,0,202.46
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,124.89,124.89,0,124.89
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,171.76,171.76,0,171.76
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,173.83,173.83,0,173.83
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,182.06,182.06,0,182.06
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-04-17,0,0,0,0,0,0,156.16,156.16,0,156.16
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-04-17,0,0,0,0,0,0,130.58,130.58,0,130.58
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-04-17,2230.11,365.35,22.43,0,2.99,2620.88,270.33,2503.43,387.78,2891.21
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-04-17,2216.19,318.01,40.94,0,10.33,2585.47,241.57,2468.09,358.95,2827.04
345551,"5308 Calh Mem Hwy, Easley",Kayle Cash,2026-04-17,2531.5,376.33,362,0,19.12,3288.95,0,2550.62,738.33,3288.95
346516,"1068 Tiger Blvd, Clemson",Kayle Cash,2026-04-17,1514.9,357.43,155.59,0,17.72,2045.64,0,1532.62,513.02,2045.64
345300,"425 Central Park Ave, WP",Brad McAllister,2025-09-13,0,0,0,0,0,0,140.92,140.92,0,140.92
346154,"2 Washington Ave, Pl",Brad McAllister,2025-09-13,0,0,0,0,0,0,186.78,186.78,0,186.78
348176,"25 North Salem Rd, CR",Brad McAllister,2025-09-13,0,0,0,0,0,0,152.07,152.07,0,152.07
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-09-13,0,0,0,0,0,0,169.03,169.03,0,169.03
310225,5 Goldens Bridge,Brad McAllister,2025-09-13,0,0,0,0,0,0,154.99,154.99,0,154.99
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-09-13,0,0,0,0,0,0,174.79,174.79,0,174.79
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-09-13,0,0,0,0,0,0,483,483,0,483
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-09-13,0,0,0,0,0,0,206.56,206.56,0,206.56
348508,"681 East Main Str, MK",Brad McAllister,2025-09-13,0,0,0,0,0,0,175.17,175.17,0,175.17
330441,"42 Lake Str, WP",Brad McAllister,2025-09-13,0,0,0,0,0,0,268.27,268.27,0,268.27
310249,"755 North Broadway, WP",Brad McAllister,2025-09-13,0,0,0,0,0,0,174.59,174.59,0,174.59
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-09-13,0,0,0,0,0,0,548.76,548.76,0,548.76
351953,"1333 North Ave, NR",Dan Castriota,2025-09-13,0,0,0,0,0,0,170.14,170.14,0,170.14
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-09-13,0,0,0,0,0,0,212.72,212.72,0,212.72
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-09-13,0,0,0,0,0,0,361.3,361.3,0,361.3
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-09-13,0,0,0,0,0,0,262.84,262.84,0,262.84
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-09-13,0,0,0,0,0,0,305.02,305.02,0,305.02
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-09-13,0,0,0,0,0,0,235.51,235.51,0,235.51
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-09-13,0,0,0,0,0,0,141.08,141.08,0,141.08
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-09-13,0,0,0,0,0,0,199.23,199.23,0,199.23
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-09-13,0,0,0,0,0,0,347.82,347.82,0,347.82
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-09-13,0,0,0,0,0,0,101.31,101.31,0,101.31
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,207.84,207.84,0,207.84
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-09-13,0,0,0,0,0,0,120.08,120.08,0,120.08
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,210.8,210.8,0,210.8
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,154.39,154.39,0,154.39
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,167.98,167.98,0,167.98
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,193.06,193.06,0,193.06
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,164.89,164.89,0,164.89
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,126.55,126.55,0,126.55
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,120.24,120.24,0,120.24
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,248.86,248.86,0,248.86
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,178.7,178.7,0,178.7
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,210.08,210.08,0,210.08
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,174.63,174.63,0,174.63
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-09-13,0,0,0,0,0,0,232.7,232.7,0,232.7
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-09-13,2010.72,240.14,422.68,0,12.07,2685.61,0,2022.79,662.82,2685.61
346516,"1068 Tiger Blvd, Clemson",Kayle Cash,2025-09-13,1437.82,435.16,68.15,0,8.52,1949.65,0,1446.34,503.31,1949.65
354560,"1120 W Main Str, Lexington",Nathan Stephenson,2025-09-13,2947.33,524.72,47.96,0,5.31,3525.32,0,2952.64,572.68,3525.32
354327,"1215 Wilson Rd, Newberry",Nathan Stephenson,2025-09-13,3699.73,565.17,35.97,0,12.56,4313.43,0,3712.29,601.14,4313.43
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-09-13,1365.43,198.34,-4.92,0,0.78,1559.63,0,1366.21,193.42,1559.63
355668,,,2025-09-12,2811.96,287.2,81.31,0,4.84,3185.31,0,2816.8,368.51,3185.31
346154,"2 Washington Ave, Pl",Brad McAllister,2025-09-12,0,0,0,0,0,0,186.6,186.6,0,186.6
348176,"25 North Salem Rd, CR",Brad McAllister,2025-09-12,0,0,0,0,0,0,131.9,131.9,0,131.9
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-09-12,0,0,0,0,0,0,212.64,212.64,0,212.64
310225,5 Goldens Bridge,Brad McAllister,2025-09-12,0,0,0,0,0,0,191.55,191.55,0,191.55
348508,"681 East Main Str, MK",Brad McAllister,2025-09-12,0,0,0,0,0,0,172.16,172.16,0,172.16
345300,"425 Central Park Ave, WP",Brad McAllister,2025-09-12,0,0,0,0,0,0,140.72,140.72,0,140.72
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-09-12,3411.77,726.16,41.42,0,7.74,4187.09,179.59,3599.1,767.58,4366.68
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-09-12,3546.76,685.15,60.05,0,9.52,4301.48,560.86,4117.14,745.2,4862.34
330441,"42 Lake Str, WP",Brad McAllister,2025-09-12,2448.45,846.26,206.94,0,6.16,3507.81,256.38,2710.99,1053.2,3764.19
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-09-12,1491.83,647.45,39.22,0,4.63,2183.13,144.49,1640.95,686.67,2327.62
310249,"755 North Broadway, WP",Brad McAllister,2025-09-12,3766.98,777.71,213.34,0,14.05,4772.08,201.39,3982.42,991.05,4973.47
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-09-12,0,0,0,0,0,0,544.94,544.94,0,544.94
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-09-12,0,0,0,0,0,0,0,0,0,0
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-09-12,0,0,0,0,0,0,186.49,186.49,0,186.49
351953,"1333 North Ave, NR",Dan Castriota,2025-09-12,0,0,0,0,0,0,222.56,222.56,0,222.56
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-09-12,2848.54,374.05,328.15,0,29.94,3580.68,309.55,3188.03,702.2,3890.23
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-09-12,2513.66,399.31,0,0,0,2912.97,211.94,2725.6,399.31,3124.91
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-09-12,2503.42,586.78,542.59,0,32.4,3665.19,306.21,2842.03,1129.37,3971.4
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-09-12,0,0,0,0,0,0,339.32,339.32,0,339.32
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-09-12,0,0,0,0,0,0,111.01,111.01,0,111.01
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-09-12,0,0,0,0,0,0,217.93,217.93,0,217.93
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-09-12,0,0,0,0,0,0,97.26,97.26,0,97.26
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-09-12,3372.71,782.25,95.22,32.66,10.75,4260.93,204.37,3587.83,910.13,4557.32
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,127.65,127.65,0,127.65
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,176.14,176.14,0,176.14
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,203.9,203.9,0,203.9
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,192.43,192.43,0,192.43
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-09-12,0,0,0,0,0,0,114.56,114.56,0,114.56
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,142.88,142.88,0,142.88
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,125.16,125.16,0,125.16
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,158.31,158.31,0,158.31
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,174.64,174.64,0,174.64
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,155.42,155.42,0,155.42
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,196.81,196.81,0,196.81
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-09-12,0,0,0,0,0,0,232.04,232.04,0,232.04
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-09-12,2479.36,492.64,-4.65,0,1.98,2969.33,244.42,2725.76,487.99,3213.75
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-12,1690.47,403.85,12.14,0,2.78,2109.24,211.4,1904.65,415.99,2320.64
344963,"1131 W. Wade Hamp Bl, Grr",Kayle Cash,2025-09-12,2789.26,368.71,380.74,0,7.17,3545.88,0,2796.43,749.45,3545.88
345551,"5308 Calh Mem Hwy, Easley",Kayle Cash,2025-09-12,2791.03,548.08,145.45,0,5.6,3490.16,0,2796.63,693.53,3490.16
354424,"2871 Sunset Blvd, Lex Med",Nathan Stephenson,2025-09-12,2376.37,469.57,131.75,0,9.99,2987.68,0,2386.36,601.32,2987.68
358607,"5225 Sunset Blvd, Lex",Nathan Stephenson,2025-09-12,1332.1,203.23,-9.84,0,0,1525.49,0,1332.1,193.39,1525.49
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-06,0,0,0,0,0,0,189.86,189.86,0,189.86
348176,"25 North Salem Rd, CR",Brad McAllister,2025-08-06,0,0,0,0,0,0,83.5,83.5,0,83.5
345300,"425 Central Park Ave, WP",Brad McAllister,2025-08-06,0,0,0,0,0,0,100.43,100.43,0,100.43
348508,"681 East Main Str, MK",Brad McAllister,2025-08-06,0,0,0,0,0,0,145.57,145.57,0,145.57
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-06,0,0,0,0,0,0,126.04,126.04,0,126.04
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-08-06,0,0,0,0,0,0,419.73,419.73,0,419.73
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-08-06,0,0,0,0,0,0,144.69,144.69,0,144.69
330441,"42 Lake Str, WP",Brad McAllister,2025-08-06,0,0,0,0,0,0,166.97,166.97,0,166.97
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-06,0,0,0,0,0,0,189.75,189.75,0,189.75
310249,"755 North Broadway, WP",Brad McAllister,2025-08-06,0,0,0,0,0,0,98.7,98.7,0,98.7
310225,5 Goldens Bridge,Brad McAllister,2025-08-06,0,0,0,0,0,0,100.74,100.74,0,100.74
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-06,0,0,0,0,0,0,212.76,212.76,0,212.76
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-06,0,0,0,0,0,0,209.33,209.33,0,209.33
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-06,0,0,0,0,0,0,292.23,292.23,0,292.23
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-06,0,0,0,0,0,0,149.19,149.19,0,149.19
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-06,0,0,0,0,0,0,147.82,147.82,0,147.82
351953,"1333 North Ave, NR",Dan Castriota,2025-08-06,0,0,0,0,0,0,105.88,105.88,0,105.88
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-06,0,0,0,0,0,0,102.86,102.86,0,102.86
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-06,0,0,0,0,0,0,155.67,155.67,0,155.67
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-08-06,0,0,0,0,0,0,213.05,213.05,0,213.05
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-08-06,0,0,0,0,0,0,275.71,275.71,0,275.71
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-08-06,0,0,0,0,0,0,141.59,141.59,0,141.59
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,110.67,110.67,0,110.67
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-08-06,0,0,0,0,0,0,128.42,128.42,0,128.42
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,148.28,148.28,0,148.28
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,223.93,223.93,0,223.93
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,133.41,133.41,0,133.41
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,146.86,146.86,0,146.86
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,222.44,222.44,0,222.44
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,141.77,141.77,0,141.77
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,131.19,131.19,0,131.19
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,160.11,160.11,0,160.11
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,197.36,197.36,0,197.36
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,102.33,102.33,0,102.33
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-06,0,0,0,0,0,0,201.67,201.67,0,201.67
351286,"3303 Devine Str, Col",Robin Russell,2025-08-06,2210.63,387.38,-15.12,0,0,2582.89,0,2210.63,372.26,2582.89
350605,235 Blythewood Rd,Jasper Cureton,2025-08-06,3291.82,596.47,230.93,0,14.68,4133.9,0,3306.5,827.4,4133.9
345196,"2903 N. Pleas. Dr, Greenv",Kayle Cash,2025-08-06,1875.88,254.11,126.38,0,8.66,2265.03,0,1884.54,380.49,2265.03
330220,"1779 Woodruff Rd, Greenv",Brianna Royster,2025-08-06,2148.52,360.63,35.19,0,2.52,2546.86,0,2151.04,395.82,2546.86
356128,,,2025-08-06,7363.34,817.25,273.97,0,16.86,8471.42,0,7380.2,1091.22,8471.42
302065,"2423 Wade Hampt Bl, Greenv",Kayle Cash,2025-08-06,1790.7,408.03,200.23,0,5.16,2404.12,0,1795.86,608.26,2404.12
356749,"3421 Hwy153, Powdersville",Kayle Cash,2025-08-06,3295.23,652.41,63.84,0,10.3,4021.78,0,3305.53,716.25,4021.78
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-08-06,3184.25,440.25,553.63,0,36.82,4214.95,0,3221.07,993.88,4214.95
354043,,,2025-08-06,6510.93,907.03,252.73,0,12.26,7682.95,0,6523.19,1159.76,7682.95
356134,"744 St. Andrews Rd, Col",Nathan Stephenson,2025-08-06,3277.84,327.98,55.49,0,6.8,3668.11,0,3284.64,383.47,3668.11
346640,"1520 East Main Str, Duncan",Brianna Royster,2025-08-06,4468.74,853.37,143.76,0,12.5,5478.37,0,4481.24,997.13,5478.37
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-08-06,0,0,9821.18,0,613.82,11779.23,0,613.82,9821.18,10514.07
358804,"1131 Duth Fork Rd, Irmo",Nathan Stephenson,2025-08-06,2540.29,413.99,304.57,0,21.16,3280.01,0,2561.45,718.56,3280.01
351661,"937 Lake Murray Bl, Irmo",Nathan Stephenson,2025-08-06,2766.96,647.02,64.79,0,8.71,3487.48,0,2775.67,711.81,3487.48
355212,,,2025-08-06,4425.97,538.74,553.35,0,25.37,5543.43,0,4451.34,1092.09,5543.43
346538,"697 Fairway Rd, Simps.",Brianna Royster,2025-08-06,2351.64,261.69,258.21,0,17.07,2888.61,0,2368.71,519.9,2888.61
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-08-06,2427.82,398.22,45.47,0,4.45,2875.96,0,2432.27,443.69,2875.96
349940,"101 S. Main Str, Mauldin",Brianna Royster,2025-08-06,3632.93,543.3,23.4,0,3.33,4202.96,0,3636.26,566.7,4202.96
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-08-06,2910.92,479.05,304.78,0,4.93,3699.68,186.97,3102.82,783.83,3886.65
355496,,,2025-08-06,3106.21,313.28,142.55,0,7.55,3569.59,0,3113.76,455.83,3569.59
310249,"755 North Broadway, WP",Brad McAllister,2025-08-30,0,0,0,0,0,0,160.6,160.6,0,160.6
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-30,0,0,0,0,0,0,179.89,179.89,0,179.89
348176,"25 North Salem Rd, CR",Brad McAllister,2025-08-30,0,0,0,0,0,0,136.1,136.1,0,136.1
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-30,0,0,0,0,0,0,194,194,0,194
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-30,0,0,0,0,0,0,211.98,211.98,0,211.98
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-08-30,0,0,0,0,0,0,478.98,478.98,0,478.98
330441,"42 Lake Str, WP",Brad McAllister,2025-08-30,0,0,0,0,0,0,240.95,240.95,0,240.95
310225,5 Goldens Bridge,Brad McAllister,2025-08-30,0,0,0,0,0,0,138.9,138.9,0,138.9
345300,"425 Central Park Ave, WP",Brad McAllister,2025-08-30,0,0,0,0,0,0,134.07,134.07,0,134.07
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-08-30,0,0,0,0,0,0,128.39,128.39,0,128.39
348508,"681 East Main Str, MK",Brad McAllister,2025-08-30,0,0,0,0,0,0,178.06,178.06,0,178.06
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-30,0,0,0,0,0,0,224.57,224.57,0,224.57
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-30,0,0,0,0,0,0,198.12,198.12,0,198.12
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-08-30,0,0,0,0,0,0,0,0,0,0
351953,"1333 North Ave, NR",Dan Castriota,2025-08-30,0,0,0,0,0,0,129.93,129.93,0,129.93
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-30,0,0,0,0,0,0,419.48,419.48,0,419.48
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-30,0,0,0,0,0,0,210.75,210.75,0,210.75
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-30,0,0,0,0,0,0,329.25,329.25,0,329.25
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-08-30,0,0,0,0,0,0,250.4,250.4,0,250.4
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-08-30,0,0,0,0,0,0,345.81,345.81,0,345.81
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-30,0,0,0,0,0,0,168.86,168.86,0,168.86
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-08-30,0,0,0,0,0,0,237.21,237.21,0,237.21
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-30,0,0,0,0,0,0,114.08,114.08,0,114.08
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,206.12,206.12,0,206.12
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,125.3,125.3,0,125.3
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,190.47,190.47,0,190.47
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,183.31,183.31,0,183.31
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,172.49,172.49,0,172.49
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,167.68,167.68,0,167.68
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-08-30,0,0,0,0,0,0,116.21,116.21,0,116.21
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,137.35,137.35,0,137.35
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,226.9,226.9,0,226.9
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,157.26,157.26,0,157.26
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,165.49,165.49,0,165.49
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,294.62,294.62,0,294.62
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,165.44,165.44,0,165.44
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-08-30,0,0,0,0,0,0,209.4,209.4,0,209.4
344963,"1131 W. Wade Hamp Bl, Grr",Kayle Cash,2025-08-30,658.38,0,0,0,0,658.38,0,658.38,0,658.38
346516,"1068 Tiger Blvd, Clemson",Kayle Cash,2025-08-30,2512.6,240.1,43.1,0,2.46,2798.26,0,2515.06,283.2,2798.26
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-08-30,2273.04,296.29,490.65,0,3.7,3063.68,0,2276.74,786.94,3063.68
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-08-30,1406.13,199.7,47.96,0,4.14,1657.93,0,1410.27,247.66,1657.93
354560,"1120 W Main Str, Lexington",Nathan Stephenson,2025-08-30,3144.84,426.08,107.96,0,9.11,3687.99,0,3153.95,534.04,3687.99
354327,"1215 Wilson Rd, Newberry",Nathan Stephenson,2025-08-30,3688.41,450.48,117.45,0,8.21,4264.55,0,3696.62,567.93,4264.55
365492,"497 N. Guignard, Sumter",Jasper Cureton,2025-08-30,1513.9,297.79,0,0,0,1811.69,0,1513.9,297.79,1811.69
345551,"5308 Calh Mem Hwy, Easley",Kayle Cash,2025-08-30,3146.1,375.75,131.3,0,5.02,3658.17,0,3151.12,507.05,3658.17
310249,"755 North Broadway, WP",Brad McAllister,2025-11-13,0,0,0,0,0,0,126.59,126.59,0,126.59
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-11-13,0,0,0,0,0,0,138.34,138.34,0,138.34
348176,"25 North Salem Rd, CR",Brad McAllister,2025-11-13,0,0,0,0,0,0,126.91,126.91,0,126.91
310225,5 Goldens Bridge,Brad McAllister,2025-11-13,0,0,0,0,0,0,148.44,148.44,0,148.44
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-11-13,0,0,0,0,0,0,490.13,490.13,0,490.13
346154,"2 Washington Ave, Pl",Brad McAllister,2025-11-13,0,0,0,0,0,0,202.23,202.23,0,202.23
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-11-13,0,0,0,0,0,0,167.25,167.25,0,167.25
330441,"42 Lake Str, WP",Brad McAllister,2025-11-13,0,0,0,0,0,0,200.03,200.03,0,200.03
348508,"681 East Main Str, MK",Brad McAllister,2025-11-13,0,0,0,0,0,0,167.92,167.92,0,167.92
345300,"425 Central Park Ave, WP",Brad McAllister,2025-11-13,0,0,0,0,0,0,134.72,134.72,0,134.72
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-11-13,0,0,0,0,0,0,212.34,212.34,0,212.34
346640,"1520 East Main Str, Duncan",Brianna Royster,2025-11-13,66.73,0,0,0,0,66.73,0,66.73,0,66.73
359294,"7338 Garners Ferry Rd, Col",Cristal Romo,2025-11-13,2696.32,598.02,210.62,0,19.89,3524.85,0,2716.21,808.64,3524.85
