location,name,dm,cost_date,dcp_food,dcp_paper,dcp_supplies,br_supplies,sales_tax_dcp,for_the_week_end,production,total_food_cost,total_paper_cost,flash_food_total
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,181.75,181.75,0,181.75
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,202.72,202.72,0,202.72
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,211.22,211.22,0,211.22
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,219.9,219.9,0,219.9
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-09-14,0,0,0,0,0,0,156.65,156.65,0,156.65
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,154.81,154.81,0,154.81
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,123.19,123.19,0,123.19
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,118.76,118.76,0,118.76
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,159.37,159.37,0,159.37
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,152.32,152.32,0,152.32
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,152.95,152.95,0,152.95
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,146.79,146.79,0,146.79
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,214.86,214.86,0,214.86
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-09-14,0,0,0,0,0,0,233.28,233.28,0,233.28
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-09-14,0,0,12.67,0,0.89,13.56,0,0.89,12.67,13.56
346154,"2 Washington Ave, Pl",Brad McAllister,2026-01-11,0,0,0,0,0,0,179.59,179.59,0,179.59
345300,"425 Central Park Ave, WP",Brad McAllister,2026-01-11,0,0,0,0,0,0,135.36,135.36,0,135.36
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-01-11,0,0,0,0,0,0,440.57,440.57,0,440.57
310249,"755 North Broadway, WP",Brad McAllister,2026-01-11,0,0,0,0,0,0,130.4,130.4,0,130.4
330441,"42 Lake Str, WP",Brad McAllister,2026-01-11,0,0,0,0,0,0,217.3,217.3,0,217.3
310225,5 Goldens Bridge,Brad McAllister,2026-01-11,0,0,0,0,0,0,126.28,126.28,0,126.28
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-01-11,0,0,0,0,0,0,154.02,154.02,0,154.02
348176,"25 North Salem Rd, CR",Brad McAllister,2026-01-11,0,0,0,0,0,0,120.9,120.9,0,120.9
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-01-11,0,0,0,0,0,0,176.86,176.86,0,176.86
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-01-11,0,0,0,0,0,0,138.1,138.1,0,138.1
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-01-11,0,0,0,0,0,0,344.39,344.39,0,344.39
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-01-11,0,0,0,0,0,0,213.28,213.28,0,213.28
351953,"1333 North Ave, NR",Dan Castriota,2026-01-11,0,0,0,0,0,0,160.31,160.31,0,160.31
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-01-11,0,0,0,0,0,0,407.43,407.43,0,407.43
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-01-11,0,0,0,0,0,0,213.76,213.76,0,213.76
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-01-11,0,0,0,0,0,0,177.18,177.18,0,177.18
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-01-11,0,0,0,0,0,0,272.19,272.19,0,272.19
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-01-11,0,0,0,0,0,0,128.63,128.63,0,128.63
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-01-11,0,0,0,0,0,0,224.3,224.3,0,224.3
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-01-11,0,0,0,0,0,0,278.26,278.26,0,278.26
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-01-11,0,0,0,0,0,0,170.81,170.81,0,170.81
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-01-11,0,0,0,0,0,0,231.19,231.19,0,231.19
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,139.72,139.72,0,139.72
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,158.76,158.76,0,158.76
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,187.36,187.36,0,187.36
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,125.94,125.94,0,125.94
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,286.68,286.68,0,286.68
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,143.32,143.32,0,143.32
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,131.34,131.34,0,131.34
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,222.05,222.05,0,222.05
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,195.8,195.8,0,195.8
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,187.93,187.93,0,187.93
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-01-11,0,0,0,0,0,0,126,126,0,126
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,172.64,172.64,0,172.64
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,141.34,141.34,0,141.34
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-01-11,0,0,0,0,0,0,244.78,244.78,0,244.78
354043,,,2025-08-20,6212.12,1148.5,233.99,0,19.32,7613.93,0,6231.44,1382.49,7613.93
355212,,,2025-08-20,3982.41,461.88,0,0,0,4444.29,0,3982.41,461.88,4444.29
355496,,,2025-08-20,3374.67,286.82,182.94,0,9.35,3853.78,0,3384.02,469.76,3853.78
356128,,,2025-08-20,6210.65,692.79,184.34,0,11.07,7098.85,0,6221.72,877.13,7098.85
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-20,0,0,0,0,0,0,153.16,153.16,0,153.16
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-20,0,0,0,0,0,0,198.82,198.82,0,198.82
348176,"25 North Salem Rd, CR",Brad McAllister,2025-08-20,0,0,0,0,0,0,129.45,129.45,0,129.45
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-08-20,0,0,0,0,0,0,472.36,472.36,0,472.36
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-08-20,0,0,0,0,0,0,131.88,131.88,0,131.88
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-20,0,0,0,0,0,0,146.18,146.18,0,146.18
345300,"425 Central Park Ave, WP",Brad McAllister,2025-08-20,0,0,0,0,0,0,138.29,138.29,0,138.29
310249,"755 North Broadway, WP",Brad McAllister,2025-08-20,0,0,0,0,0,0,109.07,109.07,0,109.07
310225,5 Goldens Bridge,Brad McAllister,2025-08-20,0,0,0,0,0,0,129.53,129.53,0,129.53
330441,"42 Lake Str, WP",Brad McAllister,2025-08-20,0,0,0,0,0,0,174.79,174.79,0,174.79
348508,"681 East Main Str, MK",Brad McAllister,2025-08-20,0,0,0,0,0,0,212.23,212.23,0,212.23
346640,"1520 East Main Str, Duncan",Brianna Royster,2025-08-20,3674.92,633.93,255.01,0,25.93,4589.79,0,3700.85,888.94,4589.79
356343,"722 Grove Rd, Greenville",Brianna Royster,2025-08-20,3103.13,466.89,117.93,0,10.54,3698.49,0,3113.67,584.82,3698.49
349940,"101 S. Main Str, Mauldin",Brianna Royster,2025-08-20,3498.53,702.28,303.84,0,10.86,4515.51,0,3509.39,1006.12,4515.51
346538,"697 Fairway Rd, Simps.",Brianna Royster,2025-08-20,2631.2,356.44,56.48,0,6.6,3050.72,0,2637.8,412.92,3050.72
330220,"1779 Woodruff Rd, Greenv",Brianna Royster,2025-08-20,2101.67,252.6,151.69,0,9.77,2515.73,0,2111.44,404.29,2515.73
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-20,0,0,0,0,0,0,264.52,264.52,0,264.52
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-20,0,0,0,0,0,0,179.59,179.59,0,179.59
351953,"1333 North Ave, NR",Dan Castriota,2025-08-20,0,0,0,0,0,0,124.72,124.72,0,124.72
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-20,0,0,0,0,0,0,250.8,250.8,0,250.8
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-20,0,0,0,0,0,0,322.13,322.13,0,322.13
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-20,0,0,0,0,0,0,152.5,152.5,0,152.5
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-08-20,0,0,0,0,0,0,198.93,198.93,0,198.93
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-20,0,0,0,0,0,0,188.59,188.59,0,188.59
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-20,0,0,0,0,0,0,114.25,114.25,0,114.25
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-08-20,0,0,0,0,0,0,235.84,235.84,0,235.84
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-08-20,0,0,0,0,0,0,307.8,307.8,0,307.8
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,196.74,196.74,0,196.74
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,116.99,116.99,0,116.99
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,236.3,236.3,0,236.3
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,152.35,152.35,0,152.35
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,129.9,129.9,0,129.9
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,147.09,147.09,0,147.09
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,204.81,204.81,0,204.81
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,156.87,156.87,0,156.87
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,164.92,164.92,0,164.92
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-08-20,0,0,0,0,0,0,100.96,100.96,0,100.96
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,174.98,174.98,0,174.98
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,140.46,140.46,0,140.46
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,180.76,180.76,0,180.76
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-08-20,0,0,0,0,0,0,125.67,125.67,0,125.67
350605,235 Blythewood Rd,Jasper Cureton,2025-08-20,3733.55,1029.8,160.46,0,21.96,4945.77,0,3755.51,1190.26,4945.77
345196,"2903 N. Pleas. Dr, Greenv",Kayle Cash,2025-08-20,1872.36,450.08,24.98,0,2.78,2350.2,0,1875.14,475.06,2350.2
350096,"2933 N. Main Str, Anderson",Kayle Cash,2025-08-20,4207.63,765.06,89.92,0,8.12,5070.73,0,4215.75,854.98,5070.73
302065,"2423 Wade Hampt Bl, Greenv",Kayle Cash,2025-08-20,2057.11,261.75,6.03,0,1.45,2326.34,0,2058.56,267.78,2326.34
356749,"3421 Hwy153, Powdersville",Kayle Cash,2025-08-20,3555.12,498.5,196.67,0,17.78,4268.07,0,3572.9,695.17,4268.07
358804,"1131 Duth Fork Rd, Irmo",Nathan Stephenson,2025-08-20,2363.63,349.82,142.1,0,14.92,2870.47,0,2378.55,491.92,2870.47
351661,"937 Lake Murray Bl, Irmo",Nathan Stephenson,2025-08-20,2004.57,424.48,215.56,0,18.62,2663.23,0,2023.19,640.04,2663.23
350817,"1123 S. Lake Dr, Lexington",Nathan Stephenson,2025-08-20,2572.91,423.39,47.19,0,4.42,3047.91,0,2577.33,470.58,3047.91
356134,"744 St. Andrews Rd, Col",Nathan Stephenson,2025-08-20,2389.91,412.87,318.64,0,23.19,3144.61,0,2413.1,731.51,3144.61
351286,"3303 Devine Str, Col",Robin Russell,2025-08-20,2159.55,350.68,117.5,0,12.75,2640.48,0,2172.3,468.18,2640.48
355668,,,2026-03-27,3088.73,305.65,451.97,0,32.03,3878.38,0,3120.76,757.62,3878.38
348508,"681 East Main Str, MK",Brad McAllister,2026-03-27,0,0,0,0,0,0,172.1,172.1,0,172.1
346154,"2 Washington Ave, Pl",Brad McAllister,2026-03-27,0,0,0,0,0,0,173,173,0,173
348176,"25 North Salem Rd, CR",Brad McAllister,2026-03-27,0,0,0,0,0,0,155.74,155.74,0,155.74
344719,"80 N. State Rd, Br Man",Brad McAllister,2026-03-27,0,0,0,0,0,0,187.25,187.25,0,187.25
310249,"755 North Broadway, WP",Brad McAllister,2026-03-27,2515.2,557.06,25.32,0,0,3097.58,155.23,2670.43,582.38,3252.81
331260,"505A Bedford Rd, Pl",Brad McAllister,2026-03-27,1300.8,250.02,-3.24,0,4.5,1552.08,103.06,1408.36,246.78,1655.14
345300,"425 Central Park Ave, WP",Brad McAllister,2026-03-27,2197.12,616.84,38.49,0,5.41,2857.86,138.38,2340.91,655.33,2996.24
310225,5 Goldens Bridge,Brad McAllister,2026-03-27,1712.18,372.58,23.65,0,5.09,2113.5,174.46,1891.73,396.23,2287.96
330441,"42 Lake Str, WP",Brad McAllister,2026-03-27,1805.81,471.48,20.17,0,2.6,2300.06,237.15,2045.56,491.65,2537.21
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2026-03-27,2609.56,705.29,-5.12,0,5.8,3315.53,530.56,3145.92,700.17,3846.09
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2026-03-27,3205.09,769.95,136.04,0,14.81,4125.89,171.65,3391.55,905.99,4297.54
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2026-03-27,0,0,0,0,0,0,270.23,270.23,0,270.23
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2026-03-27,0,0,0,0,0,0,330.47,330.47,0,330.47
345003,"10 Depot Way, Scarsdale",Dan Castriota,2026-03-27,0,0,0,0,0,0,180.56,180.56,0,180.56
335687,"38 Mill Rd, Eastchester",Dan Castriota,2026-03-27,0,0,0,0,0,0,509.72,509.72,0,509.72
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2026-03-27,0,0,0,0,0,0,170.87,170.87,0,170.87
310000,"646 North Ave,New Rochelle",Dan Castriota,2026-03-27,3868.39,966.6,163.28,0,26.07,5024.34,370.38,4264.84,1129.88,5394.72
351953,"1333 North Ave, NR",Dan Castriota,2026-03-27,2343,479,25.95,0,3.19,2851.14,202.58,2548.77,504.95,3053.72
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2026-03-27,0,0,0,0,0,0,310.04,310.04,0,310.04
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2026-03-27,0,0,0,0,0,0,272.71,272.71,0,272.71
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2026-03-27,0,0,0,0,0,0,147.35,147.35,0,147.35
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2026-03-27,0,0,0,0,0,0,186.53,186.53,0,186.53
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2026-03-27,0,0,0,0,0,0,253.4,253.4,0,253.4
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,161.57,161.57,0,161.57
340194,FAC 2365 CPA LLC,Irfan Mamsa,2026-03-27,0,0,0,0,0,0,136.12,136.12,0,136.12
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,124.49,124.49,0,124.49
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,143.33,143.33,0,143.33
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,178.54,178.54,0,178.54
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,293.14,293.14,0,293.14
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,212.32,212.32,0,212.32
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,134.49,134.49,0,134.49
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,159.28,159.28,0,159.28
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,154.5,154.5,0,154.5
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,218.88,218.88,0,218.88
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-03-27,0,0,0,0,0,0,198.72,198.72,0,198.72
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2026-03-27,2056.62,235.71,27.65,0,7.83,2327.81,269.73,2334.18,263.36,2597.54
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2026-03-27,1775.78,258.59,35.56,0,4.57,2074.5,230.4,2010.75,294.15,2304.9
346516,"1068 Tiger Blvd, Clemson",Kayle Cash,2026-03-27,1647.19,316.88,274.06,0,19.94,2258.07,0,1667.13,590.94,2258.07
344963,"1131 W. Wade Hamp Bl, Grr",Kayle Cash,2026-03-27,1838.68,109.38,339.43,0,23.56,2311.05,0,1862.24,448.81,2311.05
345551,"5308 Calh Mem Hwy, Easley",Kayle Cash,2026-03-27,2640.32,446.81,37.83,0,3.41,3128.37,0,2643.73,484.64,3128.37
310249,"755 North Broadway, WP",Brad McAllister,2025-05-18,0,0,0,0,0,0,189.46,189.46,0,189.46
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-05-18,0,0,0,0,0,0,223.2,223.2,0,223.2
348508,"681 East Main Str, MK",Brad McAllister,2025-05-18,0,0,0,0,0,0,130.85,130.85,0,130.85
348176,"25 North Salem Rd, CR",Brad McAllister,2025-05-18,0,0,0,0,0,0,122.39,122.39,0,122.39
345300,"425 Central Park Ave, WP",Brad McAllister,2025-05-18,0,0,0,0,0,0,159.14,159.14,0,159.14
346154,"2 Washington Ave, Pl",Brad McAllister,2025-05-18,0,0,0,0,0,0,196.7,196.7,0,196.7
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-05-18,0,0,0,0,0,0,230.13,230.13,0,230.13
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-05-18,0,0,0,0,0,0,159.32,159.32,0,159.32
330441,"42 Lake Str, WP",Brad McAllister,2025-05-18,0,0,0,0,0,0,269.12,269.12,0,269.12
310225,5 Goldens Bridge,Brad McAllister,2025-05-18,0,0,0,0,0,0,150.04,150.04,0,150.04
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-05-18,0,0,0,0,0,0,461.81,461.81,0,461.81
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-05-18,0,0,0,0,0,0,233.94,233.94,0,233.94
351953,"1333 North Ave, NR",Dan Castriota,2025-05-18,0,0,0,0,0,0,200.67,200.67,0,200.67
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-05-18,0,0,0,0,0,0,330.01,330.01,0,330.01
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-05-18,0,0,0,0,0,0,304.47,304.47,0,304.47
310000,"646 North Ave,New Rochelle",Dan Castriota,2025-05-18,0,0,0,0,0,0,489.33,489.33,0,489.33
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-05-18,0,0,0,0,0,0,423.83,423.83,0,423.83
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-05-18,0,0,0,0,0,0,321.41,321.41,0,321.41
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-05-18,0,0,0,0,0,0,242.18,242.18,0,242.18
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-05-18,0,0,0,0,0,0,287.38,287.38,0,287.38
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-05-18,0,0,0,0,0,0,216.09,216.09,0,216.09
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-05-18,0,0,0,0,0,0,163.99,163.99,0,163.99
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-05-18,0,0,0,0,0,0,139.14,139.14,0,139.14
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,209.42,209.42,0,209.42
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,175.26,175.26,0,175.26
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,193.84,193.84,0,193.84
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,250.41,250.41,0,250.41
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,285.76,285.76,0,285.76
345684,"680 Centr Park Ave, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,144.29,144.29,0,144.29
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,277.65,277.65,0,277.65
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,180.38,180.38,0,180.38
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,261.42,261.42,0,261.42
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,300.35,300.35,0,300.35
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-05-18,0,0,0,0,0,0,109.89,109.89,0,109.89
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,151.58,151.58,0,151.58
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,199.96,199.96,0,199.96
332974,"132 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-05-18,0,0,0,0,0,0,180.52,180.52,0,180.52
310249,"755 North Broadway, WP",Brad McAllister,2025-08-14,0,0,0,0,0,0,131.15,131.15,0,131.15
330429,"570 Mamaroneck Ave, WP",Brad McAllister,2025-08-14,0,0,0,0,0,0,455.25,455.25,0,455.25
345229,"137 Wildey Str, Tarrytown",Brad McAllister,2025-08-14,0,0,0,0,0,0,170.24,170.24,0,170.24
330441,"42 Lake Str, WP",Brad McAllister,2025-08-14,0,0,0,0,0,0,194.95,194.95,0,194.95
345300,"425 Central Park Ave, WP",Brad McAllister,2025-08-14,0,0,0,0,0,0,115.96,115.96,0,115.96
331260,"505A Bedford Rd, Pl",Brad McAllister,2025-08-14,0,0,0,0,0,0,188.72,188.72,0,188.72
344719,"80 N. State Rd, Br Man",Brad McAllister,2025-08-14,0,0,0,0,0,0,199.75,199.75,0,199.75
310225,5 Goldens Bridge,Brad McAllister,2025-08-14,0,0,0,0,0,0,151.18,151.18,0,151.18
348508,"681 East Main Str, MK",Brad McAllister,2025-08-14,0,0,0,0,0,0,182.13,182.13,0,182.13
348176,"25 North Salem Rd, CR",Brad McAllister,2025-08-14,0,0,0,0,0,0,155.49,155.49,0,155.49
346154,"2 Washington Ave, Pl",Brad McAllister,2025-08-14,0,0,0,0,0,0,186.03,186.03,0,186.03
359294,"7338 Garners Ferry Rd, Col",Cristal Romo,2025-08-14,3111.81,583.05,59.55,0,4.65,3759.06,0,3116.46,642.6,3759.06
300241,"300241 -260 Halstead Ave, Harrison",Dan Castriota,2025-08-14,0,0,0,0,0,0,267.39,267.39,0,267.39
335687,"38 Mill Rd, Eastchester",Dan Castriota,2025-08-14,0,0,0,0,0,0,343.67,343.67,0,343.67
302692,"302692 -50 Mamaroneck Ave, WP",Dan Castriota,2025-08-14,0,0,0,0,0,0,196.85,196.85,0,196.85
345003,"10 Depot Way, Scarsdale",Dan Castriota,2025-08-14,0,0,0,0,0,0,156.28,156.28,0,156.28
351044,"1481 Weaver Rd, Scarsdale",Dan Castriota,2025-08-14,0,0,0,0,0,0,163.63,163.63,0,163.63
351953,"1333 North Ave, NR",Dan Castriota,2025-08-14,1740.61,463.93,181.97,0,10.25,2396.76,154.23,1905.09,645.9,2550.99
338698,"2241 Southern Blvd, Bronx",Imran Tayyab,2025-08-14,0,0,0,0,0,0,200.31,200.31,0,200.31
340462,"1040 Westch. Ave, Bronx",Imran Tayyab,2025-08-14,0,0,0,0,0,0,191.59,191.59,0,191.59
332150,"1780 East Gun Hill Rd, Bx",Imran Tayyab,2025-08-14,2170.41,335.34,-6.96,0,0,2498.79,245.46,2415.87,328.38,2744.25
304622,"4090 Boston Post Rd, Bronx",Imran Tayyab,2025-08-14,3200.57,544.69,1.67,0,2.93,3749.86,328.52,3532.02,546.36,4078.38
335404,"East Sanford Blvd, Mt.Vern",Imran Tayyab,2025-08-14,2228.96,405.44,69.61,0,8.19,2712.2,111.26,2348.41,475.05,2823.46
307075,"132 Tuckahoe Road, Yonkers",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,171.86,171.86,0,171.86
332915,"851 Yonkers Ave, Yonkers",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,183.66,183.66,0,183.66
359494,"987 Cent Park Ave, Yonk",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,240.38,240.38,0,240.38
348518,"433 Lincoln Ave, Pelham",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,180.5,180.5,0,180.5
332995,"850 Bronx Riv Rd, Yonk",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,203.65,203.65,0,203.65
349796,"296 McLean Ave, Yonkers",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,137.26,137.26,0,137.26
354655,"1 Pallisade Ave, Getty Sq",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,121.15,121.15,0,121.15
331196,"710 McLean Ave, Yonkers",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,162.57,162.57,0,162.57
340194,FAC 2365 CPA LLC,Irfan Mamsa,2025-08-14,0,0,0,0,0,0,96.42,96.42,0,96.42
347066,"433 Riverdale Ave, Yonkers",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,149.84,149.84,0,149.84
330187,"2248 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,161.78,161.78,0,161.78
331991,"1591 Centr Park Ave, Yonk",Irfan Mamsa,2025-08-14,0,0,0,0,0,0,114.75,114.75,0,114.75
